Value
0.9116002665876777
0.9310019253554502
0.9367224526066351
0.9388144253554502
0.9394994075829384
0.93801836492891
0.943072422985782
0.9460345082938388
0.9635663507109005
0.9873370853080569
0.9892994668246445
0.9897808056872038
0.990521327014218
0.9904287618483413
0.9911877962085308
0.9920579087677726
0.99166913507109
0.9912063092417062
0.9918357523696683
0.9926873518957346
